course_id,course_name,section_name,source_line_start,source_line_end,graduation_requirement_details,course_length_text,course_length_normalized,course_length_semesters,grade_requirements,prerequisites,recommended_prerequisites,normalized_course_name,cross_reference_aliases,description,audition_tryout_required,audition_tryout_evidence
handbells_audition_only,HANDBELLS (Audition only),FINE ARTS,1111,1118,Art,Full year,full_year,2,,,,handbells audition only,handbells audition only,"Handbells is an auditioned class. This is a great class to try out being in an ensemble or to continue handbell experience as both feeder junior highs offer a bell program. Students must read and have experience with Treble Clef (Piano, percussion, or a treble/bass instrument) We typically have about 5-6 performances throughout the year; at LHS, Lehi Community and State Events. We strive to always represent LHS with pride and dignity. (\This class may be offered a tour to St. George in February; Parents and School Board approving.) This is a great ensemble to utilize your musical skill. To audition email Mrs. Jennifer Kelley at jenniferkelley@alpinedistrict.org to schedule an audition time.",True,audition
beginning_guitar,BEGINNING GUITAR,FINE ARTS,1119,1125,Art,Semester,semester,1,,,,beginning guitar,beginning guitar,This Guitar class is designed as an introduction to guitar class. It is recommended that students of this course provide their own instrument. Classical nylon acoustic guitars work best for beginners. Electric guitars are not recommended since we cannot provide amps for everyone. During the semester students will learn how to play chords and melodies. They will also learn how to read music in standard notation and tablature. We will also learn the basics of how to improvise a guitar solo.,False,
intermediate_guitar,INTERMEDIATE GUITAR,FINE ARTS,1126,1132,Art,Semester,semester,1,,,,intermediate guitar,intermediate guitar,This Guitar 2 class is designed as an intermediate guitar class. It is recommended that students of this course provide their own instrument. Classical-nylon or steel-string acoustic guitars work best. Electric guitars are not recommended since we cannot provide amps for everyone. Students should have skills with playing basic chords and reading tablature. Ability to read standard notation is a plus but not necessarily required. During the semester students will expand their knowledge of chords and playing abilities. They will also learn how to read music in standard notation and tablature. We will also learn more about how to improvise a guitar solo.,False,
intermediate_jazz_band_audition_only,INTERMEDIATE JAZZ BAND (Audition only),FINE ARTS,1133,1140,Art,Full year,full_year,2,,Audition,,intermediate jazz band audition only,intermediate jazz band audition only,"Required Dual Enrollment in Jazz Band 1 AND either Advanced Wind Symphony, Symphonic Band, or a Percussion Class. Enrollment is by audition only and is open to a variety of instruments. Jazz Band 1 serves as an intermediate jazz ensemble for teaching a variety of jazz styles and improvisation in a big band setting. The group participates in several concerts, festivals and performances throughout the year. The jazz band also serves as the pep band for basketball games during the winter season (approx. 6-8 region home games in January and February). Full year enrollment required.",True,audition
advanced_jazz_band_audition_only,ADVANCED JAZZ BAND (Audition only),FINE ARTS,1141,1149,Art,Full year,full_year,2,,Audition,,advanced jazz band audition only,advanced jazz band audition only,"Required Dual Enrollment in Jazz Band 2 AND either Advanced Wind Symphony, Symphonic Band, or a Percussion Class. Enrollment is by audition only and is limited to the standard big band instrumentation of 5 saxophones, 4 trombones, 4 trumpets, and rhythm section. Jazz Band 2 serves as the premiere jazz ensemble for teaching a variety of jazz styles and improvisation in a big band setting. The group participates in several concerts, festivals and performances throughout the year. The jazz band also serves as the pep band for basketball games during the winter season (approx. 6-8 region home games in January and February). Full year enrollment required.",True,audition
marching_band,MARCHING BAND,FINE ARTS,1150,1158,Art,1st Semester,semester,1,,,,marching band,marching band,"Note: This is an after school class, you will register for it but it is not taught during a school period Required Dual Enrollment in Marching Band AND either Wind Symphony, Symphonic Band, 9th Grade Band, Color Guard class, or Percussion class. Marching Band is the most visual element of the band program. The band begins early in the summer to prepare for local parades and competes until early November. A calendar is available with all rehearsal and performance dates. During the school year, the Marching Band will rehearse during after school hours. A few Saturday morning rehearsals can also be expected. The Marching Band will play at all home region football games and will do a halftime show during the year. The band will compete in several competitions sponsored by the UMEA Marching Circuit. The Marching Band will participate in an annual tour to St. George for our state championships and Bands of America Competition. Email the band director for more information brianparker@alpinedistrict.org",False,
percussion_intermediate,PERCUSSION INTERMEDIATE,FINE ARTS,1159,1165,Art,Full year,full_year,2,,,,percussion intermediate,percussion intermediate,"Percussion 1 is designed as an intermediate level percussion class. Students must have at least one year of percussion experience or two years of piano playing experience to participate. Emphasis will be on developing well-rounded percussion students through experience on drums, keyboards, and world percussion instruments. Students will also be expected to perform with the Symphonic and Concert Bands on their concerts, so time will be split between percussion ensemble and concert band rehearsals. Students are expected to purchase their own sticks, mallets, and metronomes. Participation in the solo and ensemble competitions is required with students preparing solos, duets, or trios.",False,
percussion_advanced,PERCUSSION ADVANCED,FINE ARTS,1166,1172,Art,Full year,full_year,2,,,,percussion advanced,percussion advanced,"The Percussion 2 class represents the top percussion students at Lehi High School. The class is composed of the top percussion ensemble at the school and is therefore highly selective of students. Students are expected to own their own sticks and mallets, and have them available for all rehearsals and performances. In addition to the percussion ensemble, the class also comprises the percussion section for the Wind Symphony. As such, time will be split evenly between percussion ensemble and Wind Symphony rehearsals. Participation in solo and ensemble competition is required with each student preparing a solo.",False,
symphonic_band,SYMPHONIC BAND,FINE ARTS,1173,1179,Art,Full year,full_year,2,,,,symphonic band,symphonic band,"The Symphonic Band serves as the intermediate band that participates in several concerts, festivals and performances throughout the year. It is primarily composed of sophomore students. The band has open enrollment–it is expected that students will have previous experience on an instrument. Students are required to participate in the school solo/ensemble festival in the Spring and will have several out-of-class rehearsals throughout the year. Full-year enrollment required.",False,
wind_symphony_audition,WIND SYMPHONY (Audition),FINE ARTS,1180,1187,Art,Full year,full_year,2,,Audition,,wind symphony audition,wind symphony audition,"The Wind Symphony Class serves as the premiere concert band at Lehi High School. Students must audition to be placed in the group. Sophomores may add only upon a successful audition. They participate in several concerts, festivals and performances throughout the year. Students are required to participate in the school solo/ensemble festival in the Spring and will have several out-of-class rehearsals throughout the year in collaboration with the orchestras. Sectionals will be required during 3rd term in preparation for festivals. Full-year enrollment required.",True,audition
music_appreciation,MUSIC APPRECIATION,FINE ARTS,1188,1193,Art,Semester,semester,1,,,,music appreciation,music appreciation,Students will learn the details of music history and how music has developed since the medieval ages. Students will also learn how to read music and how to identify instruments.,False,
music_appreciation_ce,MUSIC APPRECIATION CE,FINE ARTS,1194,1200,Art,Semester,semester,1,,,,music appreciation ce,music appreciation | music appreciation ce,Students will learn the details of music history and how music has developed since the medieval ages. Students will also learn how to read music and how to identify instruments.,False,
ap_music_theory,AP MUSIC THEORY,FINE ARTS,1201,1207,Art,Full year,full_year,2,,,,ap music theory,ap music theory,"Students will be introduced to the elements of music theory and composition, and will learn how these elements are used in music. The emphasis will be on rules of theory and composition, ear training, sight singing, and analysis. The course is designed both for students who desire to prepare for music as a career as well as those who desire it for personal enrichment. Students will be prepared for, and encouraged to take the AP Music Theory Exam in May.",False,
health_required,HEALTH (Required),HEALTH,1211,1217,Health,Semester,semester,1,,,,health required,health required,"This dynamic, high school Health II course is your essential guide to navigating life's challenges and building a powerful foundation for lifelong success. We move beyond basic facts to focus on developing the crucial skills for balanced well-being across the entire health triangle: Physical, Mental/Emotional, and Social Health. You will learn practical, life-saving skills like CPR and First Aid, while developing lifelong strategies for sound nutrition, fitness, and overall disease prevention. Dive deep into self-awareness, applying stress management techniques and developing crucial resiliency skills to cope with life changes and explore community mental health resources. Finally, you will build and model effective communication, decision-making, and refusal skills to maintain healthy relationships, set personal boundaries , and resist negative peer pressure, especially concerning substance abuse. This course is dedicated to giving you the knowledge and confident behaviors needed to establish a healthy, safe lifestyle and thrive throughout your lifespan.",False,
fitness_for_life_required,FITNESS FOR LIFE (Required),FITNESS,1221,1227,PE Fitness,Semester,semester,1,,,,fitness for life required,fitness for life required,"Fitness for Life is a comprehensive program designed to help teens take responsibility for their own activity, fitness, and health and to prepare them to be physically active and healthy throughout their adult lives. Students will use fitness knowledge to develop and follow a personal fitness plan. Students will also be required to participate in district wide “fitnessgram” testing and will take district wide written test on fitness principles.",False,
lifetime_activities,LIFETIME ACTIVITIES,PHYSICAL EDUCATION ELECTIVES,1231,1237,PE Elective,Semester,semester,1,,,,lifetime activities,lifetime activities,"Students are expected to play a sport every day in this class. They will develop advanced skills, strategies, techniques and gain knowledge of the rules in up to four lifetime activities. Students will be expected to maintain an acceptable level of health-related fitness. Students will also be required to participate in district wide “fitnessgram”. Lifetime activities will also include some off-campus activities, such as bowling.",False,
weight_training,WEIGHT TRAINING,PHYSICAL EDUCATION ELECTIVES,1238,1244,PE Elective,Semester,semester,1,,,,weight training,weight training,"The purpose of this course is to enable students to acquire basic knowledge and skills in weight training, improve muscular strength and endurance, and begin to enhance self-image.",False,
advanced_weight_training,ADVANCED WEIGHT TRAINING,PHYSICAL EDUCATION ELECTIVES,1245,1252,PE Elective,Semester,semester,1,,Must have taken Weight Training,,advanced weight training,advanced weight training,"An advanced high school weight training curriculum focuses on refining lifting techniques, increasing intensity, and implementing periodized programming to maximize strength, power, and hypertrophy. Key elements include compound lifts (squat, bench, deadlift, cleans), advanced spotting techniques, injury prevention, and personalized, goal-driven workout routines. The workouts are prescripted by the instructor.",False,
rec_basketball,REC BASKETBALL,PHYSICAL EDUCATION ELECTIVES,1253,1259,PE Elective,Semester,semester,1,,,,rec basketball,rec basketball,"In this class you’ll play basketball, learn the rules, and understand the game. This is not associated with the high school basketball teams at the school. This is a class for any and all skill types that are interested in playing basketball recreationally. If you do play basketball at the school, you would still be able to join this class as well, as long as your coach approves of it.",False,
yoga,YOGA,PHYSICAL EDUCATION ELECTIVES,1260,1267,PE Elective,Semester,semester,1,,,,yoga,yoga,"Grades 10-12 Yoga unites body, mind, and soul while building strength, flexibility, and body connection. Join us on the mat to explore various forms of yoga, learn mindfulness and meditation skills, and better yourself in all aspects of life.",False,
ballroom_3_bookmark_id_35k01i3ugalp_showcase_team,BALLROOM 3](#bookmark=id.35k01i3ugalp) (Showcase Team),PHYSICAL EDUCATION ELECTIVES,1268,1275,Art or PE Elective,Full year,full_year,2,,,,ballroom 3 bookmark id 35k01i3ugalp showcase team,ballroom 3 bookmark id 35k01i3ugalp showcase team | ballroom bookmark id5k01i3ugalp showcase team,"No prerequisites Dance clothes required Step into the world of ballroom dance! This is a performance level class, designed to let students explore essential elements and build their confidence in movement, technique, steps and partnering using a variety of dances. All levels welcome - whether you are new to dance or already have some experience, this class will challenge you to grow as a dancer and improve your technique, while collaborating with others in a fun and supportive environment.",False,
ballroom_company_bookmark_id_6hnx5kmx27ht_audition_only,BALLROOM COMPANY](#bookmark=id.6hnx5kmx27ht) (Audition only),PHYSICAL EDUCATION ELECTIVES,1276,1284,Art or PE Elective,Full year,full_year,2,,Audition only,,ballroom company bookmark id 6hnx5kmx27ht audition only,ballroom company bookmark id 6hnx5kmx27ht audition only,"Dance clothes required Are you ready to take your dance skills to the next level? The Ballroom Company is a competitive performance opportunity, focused on learning and mastering both individual partner and formation routines in a variety of ballroom styles. Students should be dedicated, disciplined, and prepared to commit to a competitive dance team experience.",True,audition
cheerleading_tryout_only,CHEERLEADING (Tryout only),PHYSICAL EDUCATION ELECTIVES,1285,1292,PE Elective,Full year,full_year,2,,Audition,,cheerleading tryout only,cheerleading tryout only,Contact Jena Anderson with questions jenniferanderson@alpinedistrict.org,True,audition | tryout
color_guard,COLOR GUARD,PHYSICAL EDUCATION ELECTIVES,1293,1301,PE Elective,1st Semester,semester,1,,,,color guard,color guard,"Color Guard is a class for those who have auditioned and made the Color Guard team. We meet before school as well as B5 for rehearsal with just the Color Guard. We also meet with the Marching Band a couple times a week after school to rehearse all together. Students learn to spin and perform with flags, rifles, and sabers while developing dance technique, coordination, and performance skills. In the fall season, Color Guard performs and competes as part of the marching band in outdoor field shows. This class requires dual enrollment in the Marching Band.",True,audition
dance_1,DANCE 1,PHYSICAL EDUCATION ELECTIVES,1302,1310,Art or PE Elective,Semester,semester,1,,,,dance 1,dance | dance 1,"Grades 10-12 Dance clothes required Dance 1 explores a variety of dance styles. You’ll learn fun choreography, build skill and confidence, and make friends as you perform together. You’ll experience music and movement, and learn to use time, space, and energy to create dance. A performance at the end of the semester is required.",False,
dance_2,DANCE 2,PHYSICAL EDUCATION ELECTIVES,1311,1320,Art or PE Elective,Full year or Semester,full_year,2,,Dance 1 or Instructor Approval,,dance 2,dance | dance 2,"Grades 10-12 Dance clothes required Dance 2 builds on Dance 1\. You’ll continue learning choreography, keep building dance and performance skills, and get more performance opportunities. You’ll also increase your ability to create dance as an artist. A performance at the end of the semester is required.",False,
dance_3_synergy_bookmark_id_hq2ealidhucr_ce_audition_only,DANCE 3 SYNERGY](#bookmark=id.hq2ealidhucr) CE (Audition only),PHYSICAL EDUCATION ELECTIVES,1321,1331,Art or PE Elective,Full year,full_year,2,,Audition or Instructor Approval,,dance 3 synergy bookmark id hq2ealidhucr ce audition only,dance 3 synergy bookmark id hq2ealidhucr audition only | dance 3 synergy bookmark id hq2ealidhucr ce audition only | dance synergy bookmark id hq2ealidhucr ce audition only,"Grades 10-12 Dance clothes required \\Optional Concurrent Enrollment Credit UVU: DANC 141R Dance 3 focuses on building choreography skills. You’ll study dance history, the role of dance artists in society, and continue developing technique and performance ability. This class offers Concurrent Enrollment through UVU. A performance at the end of each semester is required.",True,audition
dance_company_bookmark_id_3wws1jxflg5f_audition_only,DANCE COMPANY](#bookmark=id.3wws1jxflg5f) (Audition only),PHYSICAL EDUCATION ELECTIVES,1332,1341,Art or PE Elective,Full year,full_year,2,,Audition only,,dance company bookmark id 3wws1jxflg5f audition only,dance company bookmark id 3wws1jxflg5f audition only | dance company bookmark idwws1jxflg5f audition only,"Grades 10-12 Dance clothes required Dance Company is a full-year, advanced level dance company. Company members will gain broadened perspectives, as well as increase in technical mastery, choreographic and improvisational skill, and performance artistry. While Dance Company performs at a variety of events throughout the year, including halftimes and assemblies, emphasis is placed on the production of an artistic concert performance. Students must be committed to attending extra-curricular rehearsals and performances, especially the semester-end concerts.",True,audition
drill_team_tryout_only,DRILL TEAM (Tryout only),PHYSICAL EDUCATION ELECTIVES,1342,1349,PE Elective,Full year,full_year,2,,Audition,,drill team tryout only,drill team tryout only,"The LHS Pionettes are a team of dancers who focus on constant academic performance. Drill team consists of competitive region and state titles, develops team bonding ability, self-confidence, dedication, and self-discipline. Members will also support athletic teams, help create school spirit, and perform at basketball and football games in preparation for the varsity competition season.",True,audition | tryout
marching_band,MARCHING BAND,PHYSICAL EDUCATION ELECTIVES,1350,1358,Art,1st Semester,semester,1,,,,marching band,marching band,"Note: This is an after school class, you will register for it but it is not taught during a school period Required Dual Enrollment in Marching Band AND either Wind Symphony, Symphonic Band, 9th Grade Band, Color Guard class, or Percussion class. Marching Band is the most visual element of the band program. The band begins early in the summer to prepare for local parades and competes until early November. A calendar is available with all rehearsal and performance dates. During the school year, the Marching Band will rehearse during after school hours. A few Saturday morning rehearsals can also be expected. The Marching Band will play at all home region football games and will do a halftime show during the year. The band will compete in several competitions sponsored by the UMEA Marching Circuit. The Marching Band will participate in an annual tour to St. George for our state championships and Bands of America Competition. Email the band director for more information brianparker@alpinedistrict.org",False,
musical_dance_theater_bookmark_id_6xl9013btx55_audition_only,MUSICAL DANCE THEATER](#bookmark=id.6xl9013btx55) (Audition only),PHYSICAL EDUCATION ELECTIVES,1359,1366,Art,Full year,full_year,2,,,,musical dance theater bookmark id 6xl9013btx55 audition only,musical dance theater bookmark id 6xl9013btx55 audition only,"Love singing, dancing, and acting? This high-energy course is for students who want to bring musical theatre to life! In this class, students will train in vocal performance, choreography, and acting techniques while preparing for the school’s fall and spring musical productions. Students will develop skills in auditioning, character work, and performance, working both in class and after school to create professional-quality productions. But this class is about more than just performing—it’s about building confidence, teamwork, communication, and discipline. Students will develop skills that go far beyond the stage, such as problem-solving, collaboration, time management, and resilience. Whether they go on to pursue a career in the arts or not, Musical Dance Theatre gives students the ability to express themselves, work effectively in a team, and present themselves with confidence in any setting. If you dream of performing or just want to challenge yourself in a supportive and creative environment, this class is the perfect opportunity!",True,audition
cte_internships,CTE INTERNSHIPS,CAREER TECHNOLOGY EDUCATION (CTE),1373,1381,CTE,Semester,semester,1,11-12,"You must fill out an application here, and get approval before enrolling in this course. Please visit Tamarie McMullin in room 162\.",,cte internships,cte internships,"This course provides students with the opportunity to explore future careers through hands-on experience. Students will work with community businesses, schools, or agencies as paid or unpaid interns. This is not a work release class. Students will be required to build a Linkedin account, complete the course work on Canvas, and submit time cards for their on-site hours. (This class is designed for seniors who are completing their CTE Pathway, exceptions will be made to juniors on a case by case basis.)",False,
agricultural_mechanics_1,AGRICULTURAL MECHANICS 1,CAREER TECHNOLOGY EDUCATION (CTE),1382,1389,CTE,Full year,full_year,2,,,,agricultural mechanics 1,agricultural mechanics | agricultural mechanics 1,"This course teaches basic skills related to the mechanical activities involved with agricultural production/service. Instruction includes field and laboratory application of the concepts taught including: Basic welding (Stick and Mig), plumbing, wooden structures, and small gas engines. Emphasis will be placed on safety and proper use of tools and equipment.",False,
agricultural_mechanics_2,AGRICULTURAL MECHANICS 2,CAREER TECHNOLOGY EDUCATION (CTE),1390,1399,CTE,Full year,full_year,2,11-12,Agricultural Mechanics 1,,agricultural mechanics 2,agricultural mechanics | agricultural mechanics 2,"Students will develop knowledge and skills in the application of principles and techniques of power, structural, and technical systems used in the agricultural industry. Time will be spent learning out of position welding and different welding processes. The course also includes agricultural uses of concrete and electricity. Safety and the proper use of safe practices will be integrated throughout the instruction. The instructional methods will involve applications of concepts being taught through classroom and laboratory instruction and supervised agricultural experience.",False,
agricultural_mechanics_3_advanced,"AGRICULTURAL MECHANICS 3, ADVANCED",CAREER TECHNOLOGY EDUCATION (CTE),1400,1409,CTE,Full year,full_year,2,12,Must complete Mechanics 1 & 2,,agricultural mechanics 3 advanced,agricultural mechanics 3 advanced | agricultural mechanics advanced,"This capstone course is a part of a pathway sequence of courses in agricultural mechanics. This course prepares individuals for employment in careers that repair, maintain, or restore agricultural machinery and equipment. This course is project based meaning students will design and build a project.",False,
woodworking_1,WOODWORKING 1,CAREER TECHNOLOGY EDUCATION (CTE),1410,1417,CTE,Semester,semester,1,,,,woodworking 1,woodworking | woodworking 1,"An introductory course that prepares students to apply technical knowledge and skills to layout and mill wood from a working drawing and a cutting list, assemble casework and apply a finish. The project includes construction of a face frame, drawer installation, and doors. Coursework stresses the safe and skillful use of millworking machines including jointer, surfacer, radial arm saw, table saw, band saw and shaper, as well as portable tools, hand tools, clamps and adhesives, abrasives and tools for applying a finish. Students are required to build a nightstand in the first semester. They build a small project of their own design in the second semester.",False,
woodworking_2_and_3_ce,WOODWORKING 2 & 3 CE,CAREER TECHNOLOGY EDUCATION (CTE),1418,1427,CTE,Full year,full_year,2,,Woodworking 1,,woodworking 2 and 3 ce,woodworking 2 3 ce | woodworking 2 and 3 | woodworking 2 and 3 ce | woodworking and ce,"\\Concurrent Enrollment Credit Option UVU: CAW 140RCAW 140R This is an advanced instructional course that prepares students to apply technical knowledge and skills to prepare and execute furniture design projects. Coursework stresses the safe and skillful use of millworking machines, portable power tools and hand tools in the construction of fine furniture. Projects may include, but are not limited to chests of drawers, dressers, tables, entertainment centers, hutches, gun cabinets, cedar chests and beds.",False,
animal_science,ANIMAL SCIENCE,CAREER TECHNOLOGY EDUCATION (CTE),1428,1434,CTE,Full year,full_year,2,,,,animal science,animal science,"This course exposes students to a wide range of scientific principles, such as genetics, anatomy, physiology/nutrition, disease, pests, and management practices. The science processes of observation, measurement, hypothesizing, data gathering, interpretation, analysis, and application are stressed. Career opportunities and educational preparation are examined. Learning activities are varied, with classroom, laboratory, and field experiences emphasized.",False,
biology_agricultural_science,BIOLOGY - AGRICULTURAL SCIENCE,CAREER TECHNOLOGY EDUCATION (CTE),1435,1441,CTE or Science Core or Science Elective,Full year,full_year,2,,,,biology agricultural science,biology agricultural science,"Agricultural Biology is meant to be taken the entire year. This course is designed to meet the requirement for biological science credit. The standards and objectives for this course are the same as the standards and objectives for Biology, with the only difference being the degree of emphasis on agriculture. Students completing this course will be cognizant of current technologies, methods, and changes in agricultural science and are expected to know and apply the standards outlined in the core curriculum as they relate to the industry of agriculture.",False,
floral_design,FLORAL DESIGN,CAREER TECHNOLOGY EDUCATION (CTE),1442,1449,CTE,Semester,semester,1,,,,floral design,floral design,"This course covers principles of floral art with an emphasis on commercial design. Topics include basic design styles and color harmonies; identification, use, and care of processing of cut flowers and foliage; mechanical aids and containers; personal flowers; holiday designs; and plant identification and care. The student will demonstrate the ability to identify floral design styles and color harmonies; identify cut flowers and foliage and the care and processing methods for extended vase life; select containers and mechanical aids; and create basic floral arrangements. The study of the general principles of plants, and their life processes and morphology, with emphasis on major floral crops are also covered.",False,
plant_and_soil_science_1_ce,PLANT & SOIL SCIENCE 1 CE,CAREER TECHNOLOGY EDUCATION (CTE),1450,1457,CTE or Science Elective,Full year,full_year,2,,,,plant and soil science 1 ce,plant and soil science 1 | plant and soil science 1 ce | plant and soil science ce | plant soil science 1 ce,"Plant and Soil Science is meant to be taken the entire year. This year long course is Concurrent Enrollment eligible through Utah State. This course will expose students to a wide range of plant, landscape, and greenhouse operation and management practices. Students will learn about the anatomy and plant production processes. This will prepare students to produce commercial plant species in a natural and controlled environment, as well as manage commercial and experimental operations.",False,
equine_science_1_and_2,EQUINE SCIENCE 1 & 2,CAREER TECHNOLOGY EDUCATION (CTE),1458,1465,CTE or Science Elective,Semester,semester,1,,Biology-Agricultural Science or Biology,,equine science 1 and 2,equine science 1 2 | equine science 1 and 2 | equine science and,"This course prepares students to care for horses and horse equipment; to train horses for various work and athletic or entertainment roles; and to manage horse training, breeding, and housing programs and facilities. Students will also cover horse sciences which include genetics, anatomy, physiology/nutrition, diseases, and pests. Learning activities are varied, with classroom, laboratory, and field experiences emphasized to care for horses and horse equipment.",False,
veterinary_assistant_1,VETERINARY ASSISTANT 1,CAREER TECHNOLOGY EDUCATION (CTE),1466,1472,CTE,Full year,full_year,2,,,,veterinary assistant 1,veterinary assistant | veterinary assistant 1,"This course provides the opportunity for students to explore different avenues of the veterinary profession. Students will be exposed to veterinary science and principles which include anatomy, physiology, chemistry, animal health and disease, dentistry and laboratory procedures. Students will provide hands-on care as they develop skills in the areas of surgical assisting, bandaging, wound care, oral care, and general nursing care.",False,
real_estate,REAL ESTATE,CAREER TECHNOLOGY EDUCATION (CTE),1473,1489,CTE,Semester,semester,1,,,,real estate,real estate,"This one-of-a-kind course provides students with real-world insights into the dynamic real estate industry. Throughout the semester, students will explore: The scope and significance of the real estate industry. Forces shaping the land market and its unique characteristics. Various uses of land and types of property ownership. Key aspects of contracts, deeds, and the processes involved in buying and selling real estate. Mortgages and financing methods for real estate investments. Understanding the short-term and long-term costs associated with financing. Strategies for advertising and promotional activities within the real estate sector. …and so much more! This course equips students with in-depth knowledge and practical skills to spark a future interest in real estate, whether as an investor, homeowner, or industry professional.",False,
business_leadership,BUSINESS LEADERSHIP,CAREER TECHNOLOGY EDUCATION (CTE),1490,1496,CTE,Semester,semester,1,,,,business leadership,business leadership,"This course introduces the processes and activities involved in business. The course provides core content applicable to all aspects of business and encompasses the practical applications of management theory. Students will be introduced to the fundamental management functions including planning, organizing, leading and controlling from multiple perspectives. This course is designed with a skill based approach and focuses on: communication (oral, written, nonverbal and listening), problem solving/ethical reasoning, teamwork, decision making, conflict resolution, critical analysis.",False,
marketing_1,MARKETING 1,CAREER TECHNOLOGY EDUCATION (CTE),1497,1503,CTE,Semester,semester,1,,,,marketing 1,marketing | marketing 1,"Marketing 1 explores the basic concepts of marketing and advertising. Students will create campaigns to promote items or movements of their own choosing as well as participating in group projects, all with the goal of learning by doing. Marketing includes planning, target market identification, research, pricing strategies, promotion, and more. Everything in life is related to marketing and you will never wonder if you will ever use the material we learn in class. Students will also participate in DECA.",False,
digital_marketing,DIGITAL MARKETING,CAREER TECHNOLOGY EDUCATION (CTE),1504,1527,CTE,Semester,semester,1,,,,digital marketing,digital marketing,"Want to learn how brands, influencers, and businesses grow online? Digital Marketing teaches students how to promote products, services, and personal brands using today’s most powerful online tools. In this course, students learn how companies use social media, content creation, influencers, and digital advertising to reach customers. Students will analyze real brands, create their own marketing campaigns, and learn how to turn creativity into real-world skills. Students will learn to: Create and manage social media content Understand branding and target audiences Explore influencer marketing and monetization Analyze digital ads and marketing data Build basic marketing strategies used by real businesses Perfect for students interested in: Social media & content creation Business, entrepreneurship, or e-commerce Graphic design, video, or creative marketing Running a personal brand or online business",False,
business_management,BUSINESS MANAGEMENT,CAREER TECHNOLOGY EDUCATION (CTE),1528,1549,CTE,Semester,semester,1,,,,business management,business management,"Ever thought about owning a business or becoming a leader? Business Management teaches students how businesses are started, organized, and successfully run. Students will explore how companies make decisions, manage money, lead teams, and solve real-world problems. Through hands-on projects, students learn how to think like business owners and managers. Students will learn to: Understand how businesses operate day-to-day Learn leadership and decision-making skills Explore entrepreneurship and business ownership Manage budgets, operations, and teams Analyze real business case studies Perfect for students interested in: Entrepreneurship and leadership Management or business careers Finance, operations, or real estate Running their own company someday",False,
entrepreneurship,ENTREPRENEURSHIP,CAREER TECHNOLOGY EDUCATION (CTE),1550,1556,CTE,Semester,semester,1,,,,entrepreneurship,entrepreneurship,"Entrepreneurship is a semester class which introduces students to the perils, pitfalls and joys of small business ownership. Students will explore the traits of successful entrepreneurs and the important role they play in our economy. The entire process of starting a small business from initial research to management and legal concerns will be examined. Additional topics include innovation, patents and copyrights, entity structuring, financing and marketing. Students will be guided through the process of developing a complete business plan.",False,
sports_and_outdoor_recreation_marketing,SPORTS & OUTDOOR RECREATION MARKETING,CAREER TECHNOLOGY EDUCATION (CTE),1557,1563,CTE,Semester,semester,1,,,,sports and outdoor recreation marketing,sports and outdoor recreation marketing | sports outdoor recreation marketing,"This course seeks to introduce students to the specialized marketing activities involved in recreation and sporting events. Students will explore concepts such as recreation and sporting events and competitions, sponsorship, merchandising, integrated marketing campaigns, promotional activities, and calendars. Students should be introduced to the CTSOs for this course including DECA and FBLA and the related competitions.",False,
digital_business_applications,DIGITAL BUSINESS APPLICATIONS,CAREER TECHNOLOGY EDUCATION (CTE),1564,1570,CTE & Digital Studies,Semester,semester,1,,,,digital business applications,digital business applications,"Students will explore business applications through the lens of a sales and advertising career. This is a project-based course that will result in students being able to create a digital portfolio that will show understanding and utilize common business applications including; Business tools and programs, business safety and security, business communications for internal and external use, and the importance of applications in global business.",False,
child_development,CHILD DEVELOPMENT,CAREER TECHNOLOGY EDUCATION (CTE),1571,1577,CTE,Semester,semester,1,,,,child development,child development,"This course provides students with an understanding of the aspects of human growth and development from prenatal to school age (0-5 years old). The content covers children’s physical, mental, emotional, and social growth from the prenatal period through aging. Parenting skills are developed as the appropriate care, positive guidance techniques, and child-related issues are studied. Learning activities, observation techniques, and working with children are included.",False,
early_childhood_education_1,EARLY CHILDHOOD EDUCATION 1,CAREER TECHNOLOGY EDUCATION (CTE),1578,1585,CTE,Semester,semester,1,,Child Development,,early childhood education 1,early childhood education | early childhood education 1,"This year-long course prepares individuals for child-related careers and/or more extensive parenting skills through personal interaction with children. Instruction is given in developing positive relationships with and learning experiences for children, childcare policies and management, guidance techniques, and health and safety concerns. Onsite preschool and/or child care experiences will be a major component of the course. Previous completion of the Child Development course is required. FCCLA may be an integral part of the course.",False,
early_childhood_education_2,EARLY CHILDHOOD EDUCATION 2,CAREER TECHNOLOGY EDUCATION (CTE),1586,1593,CTE,Semester,semester,1,,Early Childhood Education 1,,early childhood education 2,early childhood education | early childhood education 2,"Continuation of Early Childhood Education 1, join us as we investigate the unique learning years from 3-5. You will create hands-on activities and developmentally appropriate activities that will help you interact and teach preschool aged children.",False,
early_childhood_education_3,EARLY CHILDHOOD EDUCATION 3,CAREER TECHNOLOGY EDUCATION (CTE),1594,1602,CTE,Full year,full_year,2,11-12,Early Childhood Education 1 & 2,,early childhood education 3,early childhood education | early childhood education 3,Continuation of Early Childhood Education 1 & 2\. This is the next step in becoming a professional early childhood teacher. You will spend time in class and in the preschool developing your professional skills.,False,
